30.178	-0.086824
39.953	-0.02652
45.995	0.00033784
50.083	0.015034
60.213	0.05
69.988	0.076351
80.296	0.097128
89.893	0.11334
99.846	0.12804
110.15	0.13767
119.57	0.14527
